,variance of Wavelet Transformed image,skewness of Wavelet Transformed image,curtosis of Wavelet Transformed image,entropy of image,label
1093,0.74428,-3.7723,1.6131,1.5754,1
1094,2.0177,1.7982,-2.9581,0.2099,1
1095,1.164,3.913,-4.5544,-3.8672,1
1096,-4.3667,6.0692,0.57208,-5.4668,1
1097,-2.5919,-1.0553,3.8949,0.77757,1
1098,-1.8046,-6.8141,6.7019,1.1681,1
1099,-0.71868,-5.7154,3.8298,1.0233,1
1100,1.4378,0.66837,-2.0267,1.0271,1
1101,2.1943,4.5503,-4.976,-2.7254,1
1102,0.7376,4.8525,-4.7986,-5.6659,1
1103,-5.637,8.1261,0.13081,-5.0142,1
1104,-3.0193,1.7775,0.73745,-0.45346,1
1105,-1.6706,-2.09,1.584,0.71162,1
1106,-0.1269,-1.1505,-0.95138,0.57843,1
1107,1.2198,2.0982,-3.1954,0.12843,1
1108,1.4501,3.6067,-4.0557,-1.5966,1
1109,-0.40857,3.0977,-2.9607,-2.6892,1
1110,-3.8952,3.8157,-0.31304,-3.8194,1
1111,-6.3679,8.0102,0.4247,-3.2207,1
1112,-4.1429,2.7749,0.68261,-0.71984,1
1113,-2.6864,-0.097265,0.61663,0.061192,1
1114,-1.0555,0.79459,-1.6968,-0.46768,1
1115,-0.29858,2.4769,-2.9512,-0.66165,1
1116,-0.49948,1.7734,-2.2469,-0.68104,1
1117,-1.9881,0.99945,-0.28562,-0.70044,1
1118,-1.9389,1.5706,0.045979,-1.122,1
1119,-1.4375,-1.8624,4.026,0.55127,1
1120,-3.1875,-7.5756,11.8678,-0.57889,1
1121,-4.6765,-5.6636,10.969,-0.33449,1
1122,-2.0285,3.8468,-0.63435,-1.175,1
1123,0.26637,0.73252,-0.67891,0.03533,1
1124,-1.7589,-6.4624,8.4773,0.31981,1
1125,-3.5985,-13.6593,17.6052,-2.4927,1
1126,-3.3582,-7.2404,11.4419,-0.57113,1
1127,-2.3629,-0.10554,1.9336,1.1358,1
1128,-2.1802,3.3791,-1.2256,-2.6621,1
1129,-0.40951,-0.15521,0.060545,-0.088807,1
1130,-2.2918,-7.257,7.9597,0.9211,1
1131,-4.0214,-12.8006,15.6199,-0.95647,1
1132,-3.3884,-8.215,10.3315,0.98187,1
1133,-2.0046,-0.49457,1.333,1.6543,1
1134,-1.7063,2.7956,-2.378,-2.3491,1
1135,-1.6386,3.3584,-1.7302,-3.5646,1
1136,-0.41645,0.32487,-0.33617,-0.36036,1
1137,-1.5877,-6.6072,5.8022,0.31593,1
1138,-2.5961,-9.349,9.7942,-0.28018,1
1139,-1.5228,-6.4789,5.7568,0.87325,1
1140,-0.53072,-0.097265,-0.21793,1.0426,1
1141,-0.49081,2.8452,-3.6436,-3.1004,1
1142,-6.5773,6.8017,0.85483,-7.5344,1
1143,-2.4621,2.7645,-0.62578,-2.8573,1
1144,-1.3995,-1.9162,2.5154,0.59912,1
1145,-2.3221,-9.3304,9.233,-0.79871,1
1146,-3.73,-12.9723,12.9817,-2.684,1
1147,-1.6988,-7.1163,5.7902,0.16723,1
1148,-0.26654,-0.64562,-0.42014,0.89136,1
1149,0.33325,3.3108,-4.5081,-4.012,1
1150,-4.2091,4.7283,-0.49126,-5.2159,1
1151,-2.3142,-0.68494,1.9833,-0.44829,1
1152,-2.4835,-7.4494,6.8964,-0.64484,1
1153,-2.7611,-10.5099,9.0239,-1.9547,1
1154,-0.36025,-4.449,2.1067,0.94308,1
1155,1.0117,0.9022,-2.3506,0.42714,1
1156,0.96708,3.8426,-4.9314,-4.1323,1
1157,-5.2049,7.259,0.070827,-7.3004,1
1158,-3.3203,-0.02691,2.9618,-0.44958,1
1159,-2.565,-5.7899,6.0122,0.046968,1
1160,-1.5951,-6.572,4.7689,-0.94354,1
1161,0.7049,0.17174,-1.7859,0.36119,1
1162,1.7331,3.9544,-4.7412,-2.5017,1
1163,0.6818,4.8504,-5.2133,-6.1043,1
1164,-6.3364,9.2848,0.014275,-6.7844,1
1165,-3.8053,2.4273,0.6809,-1.0871,1
1166,-2.1979,-2.1252,1.7151,0.45171,1
1167,-0.87874,-2.2121,-0.051701,0.099985,1
1168,0.74067,1.7299,-3.1963,-0.1457,1
1169,0.98296,3.4226,-3.9692,-1.7116,1
1170,-0.3489,3.1929,-3.4054,-3.1832,1
1171,-3.8552,3.5219,-0.38415,-3.8608,1
1172,-6.9599,8.9931,0.2182,-4.572,1
1173,-4.7462,3.1205,1.075,-1.2966,1
1174,-3.2051,-0.14279,0.97565,0.045675,1
1175,-1.7549,-0.080711,-0.75774,-0.3707,1
1176,-0.59587,2.4811,-2.8673,-0.89828,1
1177,-0.89542,2.0279,-2.3652,-1.2746,1
1178,-2.0754,1.2767,-0.64206,-1.2642,1
1179,-3.2778,1.8023,0.1805,-2.3931,1
1180,-2.2183,-1.254,2.9986,0.36378,1
1181,-3.5895,-6.572,10.5251,-0.16381,1
1182,-5.0477,-5.8023,11.244,-0.3901,1
1183,-3.5741,3.944,-0.07912,-2.1203,1
1184,-0.7351,1.7361,-1.4938,-1.1582,1
1185,-2.2617,-4.7428,6.3489,0.11162,1
1186,-4.244,-13.0634,17.1116,-2.8017,1
1187,-4.0218,-8.304,12.555,-1.5099,1
1188,-3.0201,-0.67253,2.7056,0.85774,1
1189,-2.4941,3.5447,-1.3721,-2.8483,1
1190,-0.83121,0.039307,0.05369,-0.23105,1
1191,-2.5665,-6.8824,7.5416,0.70774,1
1192,-4.4018,-12.9371,15.6559,-1.6806,1
1193,-3.7573,-8.2916,10.3032,0.38059,1
1194,-2.4725,-0.40145,1.4855,1.1189,1
1195,-1.9725,2.8825,-2.3086,-2.3724,1
1196,-2.0149,3.6874,-1.9385,-3.8918,1
1197,-0.82053,0.65181,-0.48869,-0.52716,1
1198,-1.7886,-6.3486,5.6154,0.42584,1
1199,-2.9138,-9.4711,9.7668,-0.60216,1
1200,-1.8343,-6.5907,5.6429,0.54998,1
1201,-0.8734,-0.033118,-0.20165,0.55774,1
1202,-0.70346,2.957,-3.5947,-3.1457,1
1203,-6.7387,6.9879,0.67833,-7.5887,1
1204,-2.7723,3.2777,-0.9351,-3.1457,1
1205,-1.6641,-1.3678,1.997,0.52283,1
1206,-2.4349,-9.2497,8.9922,-0.50001,1
1207,-3.793,-12.7095,12.7957,-2.825,1
1208,-1.9551,-6.9756,5.5383,-0.12889,1
1209,-0.69078,-0.50077,-0.35417,0.47498,1
1210,0.025013,3.3998,-4.4327,-4.2655,1
1211,-4.3967,4.9601,-0.64892,-5.4719,1
1212,-2.456,-0.24418,1.4041,-0.45863,1
1213,-2.62,-6.8555,6.2169,-0.62285,1
1214,-2.9662,-10.3257,8.784,-2.1138,1
1215,-0.71494,-4.4448,2.2241,0.49826,1
1216,0.6005,0.99945,-2.2126,0.097399,1
1217,0.61652,3.8944,-4.7275,-4.3948,1
1218,-5.4414,7.2363,0.10938,-7.5642,1
1219,-3.5798,0.45937,2.3457,-0.45734,1
1220,-2.7769,-5.6967,5.9179,0.37671,1
1221,-1.8356,-6.7562,5.0585,-0.55044,1
1222,0.30081,0.17381,-1.7542,0.48921,1
1223,1.3403,4.1323,-4.7018,-2.5987,1
1224,0.26877,4.987,-5.1508,-6.3913,1
1225,-6.5235,9.6014,-0.25392,-6.9642,1
1226,-4.0679,2.4955,0.79571,-1.1039,1
1227,-2.564,-1.7051,1.5026,0.32757,1
1228,-1.3414,-1.9162,-0.15538,-0.11984,1
1229,0.23874,2.0879,-3.3522,-0.66553,1
1230,0.6212,3.6771,-4.0771,-2.0711,1
1231,-0.77848,3.4019,-3.4859,-3.5569,1
1232,-4.1244,3.7909,-0.6532,-4.1802,1
1233,-7.0421,9.2,0.25933,-4.6832,1
1234,-4.9462,3.5716,0.82742,-1.4957,1
1235,-3.5359,0.30417,0.6569,-0.2957,1
1236,-2.0662,0.16967,-1.0054,-0.82975,1
1237,-0.88728,2.808,-3.1432,-1.2035,1
1238,-1.0941,2.3072,-2.5237,-1.4453,1
1239,-2.4458,1.6285,-0.88541,-1.4802,1
1240,-3.551,1.8955,0.1865,-2.4409,1
1241,-2.2811,-0.85669,2.7185,0.044382,1
1242,-3.6053,-5.974,10.0916,-0.82846,1
1243,-5.0676,-5.1877,10.4266,-0.86725,1
1244,-3.9204,4.0723,-0.23678,-2.1151,1
1245,-1.1306,1.8458,-1.3575,-1.3806,1
1246,-2.4561,-4.5566,6.4534,-0.056479,1
1247,-4.4775,-13.0303,17.0834,-3.0345,1
1248,-4.1958,-8.1819,12.1291,-1.6017,1
1249,-3.38,-0.7077,2.5325,0.71808,1
1250,-2.4365,3.6026,-1.4166,-2.8948,1
1251,-0.77688,0.13036,-0.031137,-0.35389,1
1252,-2.7083,-6.8266,7.5339,0.59007,1
1253,-4.5531,-12.5854,15.4417,-1.4983,1
1254,-3.8894,-7.8322,9.8208,0.47498,1
1255,-2.5084,-0.22763,1.488,1.2069,1
1256,-2.1652,3.0211,-2.4132,-2.4241,1
1257,-1.8974,3.5074,-1.7842,-3.8491,1
1258,-0.62043,0.5587,-0.38587,-0.66423,1
1259,-1.8387,-6.301,5.6506,0.19567,1
1260,-3.0,-9.1566,9.5766,-0.73018,1
1261,-1.9116,-6.1603,5.606,0.48533,1
1262,-1.005,0.084831,-0.2462,0.45688,1
1263,-0.87834,3.257,-3.6778,-3.2944,1
1264,-6.651,6.7934,0.68604,-7.5887,1
1265,-2.5463,3.1101,-0.83228,-3.0358,1
1266,-1.4377,-1.432,2.1144,0.42067,1
1267,-2.4554,-9.0407,8.862,-0.86983,1
1268,-3.9411,-12.8792,13.0597,-3.3125,1
1269,-2.1241,-6.8969,5.5992,-0.47156,1
1270,-0.74324,-0.32902,-0.42785,0.23317,1
1271,-0.071503,3.7412,-4.5415,-4.2526,1
1272,-4.2333,4.9166,-0.49212,-5.3207,1
1273,-2.3675,-0.43663,1.692,-0.43018,1
1274,-2.5526,-7.3625,6.9255,-0.66811,1
1275,-3.0986,-10.4602,8.9717,-2.3427,1
1276,-0.89809,-4.4862,2.2009,0.50731,1
1277,0.56232,1.0015,-2.2726,-0.0060486,1
1278,0.53936,3.8944,-4.8166,-4.3418,1
1279,-5.3012,7.3915,0.029699,-7.3987,1
1280,-3.3553,0.35591,2.6473,-0.37846,1
1281,-2.7908,-5.7133,5.953,0.45946,1
1282,-1.9983,-6.6072,4.8254,-0.41984,1
1283,0.15423,0.11794,-1.6823,0.59524,1
1284,1.208,4.0744,-4.7635,-2.6129,1
1285,0.2952,4.8856,-5.149,-6.2323,1
1286,-6.4247,9.5311,0.022844,-6.8517,1
1287,-3.9933,2.6218,0.62863,-1.1595,1
1288,-2.659,-1.6058,1.3647,0.16464,1
1289,-1.4094,-2.1252,-0.10397,-0.19225,1
1290,0.11032,1.9741,-3.3668,-0.65259,1
1291,0.52374,3.644,-4.0746,-1.9909,1
1292,-0.76794,3.4598,-3.4405,-3.4276,1
1293,-3.9698,3.6812,-0.60008,-4.0133,1
1294,-7.0364,9.2931,0.16594,-4.5396,1
1295,-4.9447,3.3005,1.063,-1.444,1
1296,-3.5933,0.22968,0.7126,-0.3332,1
1297,-2.1674,0.12415,-1.0465,-0.86208,1
1298,-0.9607,2.6963,-3.1226,-1.3121,1
1299,-1.0802,2.1996,-2.5862,-1.2759,1
1300,-2.3277,1.4381,-0.82114,-1.2862,1
1301,-3.7244,1.9037,-0.035421,-2.5095,1
1302,-2.5724,-0.95602,2.7073,-0.16639,1
1303,-3.9297,-6.0816,10.0958,-1.0147,1
1304,-5.2943,-5.1463,10.3332,-1.1181,1
1305,-3.8953,4.0392,-0.3019,-2.1836,1
1306,-1.2244,1.7485,-1.4801,-1.4181,1
1307,-2.6406,-4.4159,5.983,-0.13924,1
1308,-4.6338,-12.7509,16.7166,-3.2168,1
1309,-4.2887,-7.8633,11.8387,-1.8978,1
1310,-3.3458,-0.50491,2.6328,0.53705,1
1311,-1.1188,3.3357,-1.3455,-1.9573,1
1312,0.55939,-0.3104,0.18307,0.44653,1
1313,-1.5078,-7.3191,7.8981,1.2289,1
1314,-3.506,-12.5667,15.1606,-0.75216,1
1315,-2.9498,-8.273,10.2646,1.1629,1
1316,-1.6029,-0.38903,1.62,1.9103,1
1317,-1.2667,2.8183,-2.426,-1.8862,1
1318,-0.49281,3.0605,-1.8356,-2.834,1
1319,0.66365,-0.045533,-0.18794,0.23447,1
1320,-0.72068,-6.7583,5.8408,0.62369,1
1321,-1.9966,-9.5001,9.682,-0.12889,1
1322,-0.97325,-6.4168,5.6026,1.0323,1
1323,-0.025314,-0.17383,-0.11339,1.2198,1
1324,0.062525,2.9301,-3.5467,-2.6737,1
1325,-5.525,6.3258,0.89768,-6.6241,1
1326,-1.2943,2.6735,-0.84085,-2.0323,1
1327,-0.24037,-1.7837,2.135,1.2418,1
1328,-1.3968,-9.6698,9.4652,-0.34872,1
1329,-2.9672,-13.2869,13.4727,-2.6271,1
1330,-1.1005,-7.2508,6.0139,0.36895,1
1331,0.22432,-0.52147,-0.40386,1.2017,1
1332,0.90407,3.3708,-4.4987,-3.6965,1
1333,-2.8619,4.5193,-0.58123,-4.2629,1
1334,-1.0833,-0.31247,1.2815,0.41291,1
1335,-1.5681,-7.2446,6.5537,-0.1276,1
1336,-2.0545,-10.8679,9.4926,-1.4116,1
1337,0.2346,-4.5152,2.1195,1.4448,1
1338,1.581,0.86909,-2.3138,0.82412,1
1339,1.5514,3.8013,-4.9143,-3.7483,1
1340,-4.1479,7.1225,-0.083404,-6.4172,1
1341,-2.2625,-0.099335,2.8127,0.48662,1
1342,-1.7479,-5.823,5.8699,1.212,1
1343,-0.95923,-6.7128,4.9857,0.32886,1
1344,1.3451,0.23589,-1.8785,1.3258,1
1345,2.2279,4.0951,-4.8037,-2.1112,1
1346,1.2572,4.8731,-5.2861,-5.8741,1
1347,-5.3857,9.1214,-0.41929,-5.9181,1
1348,-2.9786,2.3445,0.52667,-0.40173,1
1349,-1.5851,-2.1562,1.7082,0.9017,1
1350,-0.21888,-2.2038,-0.0954,0.56421,1
1351,1.3183,1.9017,-3.3111,0.065071,1
1352,1.4896,3.4288,-4.0309,-1.4259,1
1353,0.11592,3.2219,-3.4302,-2.8457,1
1354,-3.3924,3.3564,-0.72004,-3.5233,1
1355,-6.1632,8.7096,-0.21621,-3.6345,1
1356,-4.0786,2.9239,0.87026,-0.65389,1
1357,-2.5899,-0.3911,0.93452,0.42972,1
1358,-1.0116,-0.19038,-0.90597,0.003003,1
1359,0.066129,2.4914,-2.9401,-0.62156,1
1360,-0.24745,1.9368,-2.4697,-0.80518,1
1361,-1.5732,1.0636,-0.71232,-0.8388,1
1362,-2.1668,1.5933,0.045122,-1.678,1
1363,-1.1667,-1.4237,2.9241,0.66119,1
1364,-2.8391,-6.63,10.4849,-0.42113,1
1365,-4.5046,-5.8126,10.8867,-0.52846,1
1366,-2.41,3.7433,-0.40215,-1.2953,1
1367,0.40614,1.3492,-1.4501,-0.55949,1
1368,-1.3887,-4.8773,6.4774,0.34179,1
1369,-3.7503,-13.4586,17.5932,-2.7771,1
1370,-3.5637,-8.3827,12.393,-1.2823,1
1371,-2.5419,-0.65804,2.6842,1.1952,1
